,tweet,language
1327,corona virus extremely serious threat people economy sense government taking threat seriously timely action critical,en
1328,best wishes amp congratulations mr kejriwal aap winning delhi assembly elections,en
1329,bjp sc,hi
1330,,hi
1331,delegation congress party leaders met h e mahinda rajapaksa pm sri lanka delhi yesterday friendly amp cordial discussion wide range issues including ways strengthen relationship two countries,en
1332,orchestrated ruckus parliament today designed prevent questioning govt youth india clearly see pm clue tackle unemployment crisis protect bjp keep disrupting parliament preventing debate,en
1333,dear pm economy imploded amp must racking brains avoid blame use useless budget presented clueless nirmala ji sack amp dump entire blame problem solved,en
1334,,hi
1335,,hi
1336,,hi
1337,dear pm please try magical exercise routine times never know might start economy,en
1338,youth want jobs instead got longest budget speech parliamentary history said absolutely nothing consequence pm amp fm looked like absolutely clue next,en
1339,china coronavirus killed hundreds people thoughts families victims amp millions forced quarantine prevent spread virus may find courage amp strength persevere terrible ordeal,en
1340,teach violence believe teach bow heads anyone even cost life mahatma gandhi,en
1341,ban imposed airlines act coward leveraging influence govt silence critic use news cameras x tools propaganda show spine camera turned,en
1342,modi amp dream team economic advisors literally turned economy around earlier gdp inflation gdp inflation pm amp fm absolutely idea next,en
1343,,hi
1344,delegation congress leaders presented nhrc evidence atrocities citizens state govt gone war people nhrc must act decisively protect idea india amp constitutional rights citizens,en
1345,,hi
1346,best wishes amp every indian republic day,und
1347,anyone opposes mosh agenda hate urban naxal bhima koregaon symbol resistance government nia stooges never erase,en
1348,tributes great freedom fighter amp patriot netaji subhas chandra bose rd birth anniversary,en
1349,crores honest people invest lic trust modi govt risking future damaging lic amp destroying trust public short sighted actions create panic amp catastrophic consequences,en
1350,modi extracts wealth india poor amp gives crony capitalist friends amp big power brokers dependent india super rich times wealth billion india poor,en
1351,passing shri shamsher singh surjewala lost popular amp respected congressman worked tirelessly service india farmers amp development haryana condolences family amp friends om shanti,en
1352,best way silence terrorist dsp davinder hand case nia nia headed another modi yk investigated gujarat riots amp haren pandya assassination yk care case good dead,en
1353,dsp davinder singh sheltered terrorists india blood hands home amp caught ferrying delhi must tried fast track court within months amp guilty given harshest possible sentence treason india,en
1354,,hi
1355,wishing happy magh bihu,en
1356,wishing happy,hi
1357,wishing happy pongal,en
1358,gdp,hi
1359,best wishes every one auspicious occasion,und
1360,leaders like minded parties met delhi today take stock political situation country evolve common plan action effectively oppose anti people policies modi govt short video excerpt statement meeting,en
1361,happy lohri amp every one,hi
1362,sorry hear demise majesty sultan qaboos oman condolences family people oman mourning loss beloved leader,en
1363,,hi
1364,modi extensive budget consultation ever reserved crony capitalist friends amp super rich interest views voices farmers students youth women govt amp psu employees small businessmen middle class tax payers,en
1365,modi shah govt anti people anti labour policies created catastrophic unemployment amp weakening psus justify sale modi crony capitalist friends today crore india workers called protest salute,en
1366,brutal attack jnu students amp teachers masked thugs left many seriously injured shocking fascists control nation afraid voices brave students today violence jnu reflection fear,en
1367,best wishes mamata banerjee ji birthday wishing good health amp happiness always,en
1368,attack nankana sahab reprehensible amp must condemned unequivocally bigotry dangerous age old poison knows borders love mutual respect understanding known antidote,en
1369,,hi
1370,,hi
1371,happy new year every one wonderful year,en
