,tweet,language,mentions
1542,modi the redeemer in bihar an article by shri ram madhav member board of governors india foundation published on,en,[]
1543,polls part of process to hand over power to people gupkar alliance leaders face a major credibility challenge in the eyes of the people of kashmir an article by shri ram madhav member board of governors india foundation,en,[]
1544,final session was steered by giulia ambrogi co founder st art india foundation on common man s art at the virtual learning programme role of public diplomacy and soft power in the new world order yesterday,en,[]
1545,on and,en,[]
1546,shri madhusudhanan kalaichelvan s architect and historian session this morning was on archaeology and architectural conservation as tools of soft power at the virtual learning programme role of public diplomacy and soft power in the new world order,en,"[{'screen_name': 'madhukcvn', 'name': 'madhusudhanan kalaichelvan', 'id': '1170656419982405633'}]"
1547,shri sanjaya baru s distinguished fellow session this evening was on contemporary dynamics trade and public diplomacy at the virtual learning programme role of public diplomacy and soft power in the new world order,en,"[{'screen_name': 'barugaru1', 'name': 'sanjaya baru', 'id': '800310789806534656'}, {'screen_name': 'idsaindia', 'name': 'manohar parrikar idsa, new delhi', 'id': '116366915'}]"
1548,rt addressed young foreign diplomats serving in india at the valedictory session of sushma swaraj lectures organised by,en,"[{'screen_name': 'vinay1011', 'name': 'dr. vinay sahasrabuddhe', 'id': '44667113'}]"
1549,the enduring legacy of mahabharata and ramayana in contemporary indonesia an article by hadza min fadhli robby lecturer at the department of international relations islamic university of indonesia yogyakarta indonesia published on,en,[]
1550,chennai soft power a conversation with late shri t n krishnan,en,"[{'screen_name': 'beingpavithras', 'name': '🌷pavithra srinivasan🌷', 'id': '962261671057264640'}]"
1551,dr vinay sahasrabuddhe member of parliament rajya sabha and president iccr delivered the lecture on contemporary challenges at the nd module of the sushma swaraj lectures being hosted by india foundation amp ssifs,en,[]
1552,second session of day shri avadhesh mathur member national security advisory board delivered a lecture on threats to national security external and internal at nd module of the sushma swaraj lectures being hosted by india foundation amp ssifs,en,[]
1553,first session of day dr manisha priyam associate professor national institute of educational planning amp administration delivered a lecture on elections and electoral politics in india at nd module of the sushma swaraj lectures being hosted by india foundation amp ssifs,en,[]
1554,the enduring legacy of mahabharata and ramayana in contemporary indonesia an article by hadza min fadhli robby published on,in,[]
1555,shri sanjaya baru s distinguished fellow session this morning was on historical overview trade and public diplomacy at the virtual learning programme role of public diplomacy and soft power in the new world order today,en,"[{'screen_name': 'barugaru1', 'name': 'sanjaya baru', 'id': '800310789806534656'}, {'screen_name': 'idsaindia', 'name': 'manohar parrikar idsa, new delhi', 'id': '116366915'}]"
1556,on and,en,[]
1557,on and,en,[]
1558,the enduring legacy of mahabharata and ramayana in contemporary indonesia an article by hadza min fadhli robby published on,in,[]
1559,moderated by come carpentier lead speakers were rami desai nouf almarwaai amp rajiv vasudevan,en,[]
1560,panel on culture beyond boundaries at the virtual learning programme role of public diplomacy and soft power in the new world order this evening the panel highlighted the global impact of yoga ayurveda and textiles for the cohort,en,"[{'screen_name': 'noufmarwaai', 'name': 'nouf almarwaai نوف المروعي 🇸🇦', 'id': '350548332'}, {'screen_name': 'rajivvasudevan', 'name': 'rajiv vasudevan', 'id': '53940385'}]"
1561,press release on the second module of the sushma swaraj lectures being hosted by india foundation and ssifs for diplomats of foreign missions in delhi,en,[]
1562,amb js mukul dean ssifs delivered a lecture on indian constitution at the second module of the sushma swaraj lectures being hosted by india foundation and ssifs for diplomats of foreign missions in delhi,en,[]
1563,ms preeti saran delivered a lecture on india s foreign policy neighbourhood and asean at the second module of the sushma swaraj lectures being hosted by india foundation and ssifs for diplomats of foreign missions in delhi,en,[]
1564,shri ram madhav member board of governors india foundation delivered a lecture on india s foreign policy at the second module of the sushma swaraj lectures being hosted by india foundation and for diplomats of foreign missions in delhi,en,"[{'screen_name': 'ssifs_mea', 'name': 'sushma swaraj institute of foreign service', 'id': '2992355970'}]"
1565,shri dinesh patnaik s director general session this morning was on forgotten histories the evolution of culture and its impact on public diplomacy at the virtual learning programme role of public diplomacy and soft power in the new world order today,en,[]
1566,partner sanctuary counsel took the session on understanding public diplomacy and soft power in the st century as part of the learning programme role of public diplomacy and soft power in the new world order today,en,[]
1567,glimpses from s independent policy advisor amp founder good country index session on good country repairing the world in one generation at the virtual learning programme role of public diplomacy and soft power in the new world order today,en,"[{'screen_name': 'simonanholt', 'name': 'simon anholt', 'id': '1970939802'}]"
1568,india foundation is organising an online roundtable discussion on myanmar elections to participate register on the link given below,en,[]
1569,rt so happy to be part of this wonderful class in india thanks for having me great to feel t,en,"[{'screen_name': 'nickcull', 'name': 'nicholas j. cull', 'id': '42181752'}, {'screen_name': 'sudarshanr108', 'name': 'sudarshan ramabadran', 'id': '2662253353'}]"
1570,watch the india foundation podcast where ms shruti rao is in conversation with shri hindol sengupta on nehru savarkar and the ideological intersection in their ideas of india india foundation blogs,en,"[{'screen_name': 'bshrutirao', 'name': 'b shruti rao', 'id': '1206813505954799616'}, {'screen_name': 'hindolsengupta', 'name': 'hindolsengupta', 'id': '20963854'}]"
1571,glimpses from s professor public diplomacy session on reputational security how and why is it important at virtual learning programme role of public diplomacy and soft power in the new world order today,en,"[{'screen_name': 'nickcull', 'name': 'nicholas j. cull', 'id': '42181752'}, {'screen_name': 'usc', 'name': 'usc', 'id': '19809471'}]"
1572,mrs lalitha kumaramangalam director india foundation also spoke at the inaugural of the day virtual learning programme role of public diplomacy and soft power in the new world order today,en,[]
1573,shri dinesh k patnaik director general inaugurated the day virtual learning programme role of public diplomacy and soft power in the new world order today the cohort includes participants from india usa france saudi arabia amp iran,en,[]
1574,naxals surprise winners in bihar polls an article by ms sandhya jain published on,en,"[{'screen_name': 'vijayvaani', 'name': 'sandhya jain', 'id': '542385412'}]"
1575,rt chintan articles can now be listened to an audio option is also available,en,[]
1576,need for a new culture of geo politics and geo strategy an article by shri ram madhav member board of governors india foundation,en,[]
1577,iconography of shiva an article by mr sushant bharti research assistant national museum institute new delhi published on,en,"[{'screen_name': 'sushantbharti13', 'name': 'sushant bharti 𑀲𑀼𑀰𑀸𑀦𑁆𑀢 𑀪𑀸𑀭𑀢𑀻', 'id': '1047539599675875329'}]"
1578,the god vaccine is it the second coming an article by prof rajeev srinivasan published on india foundation blogs,en,"[{'screen_name': 'rajeevsrinivasa', 'name': 'prof राजीवः श्रीनिवासः', 'id': '52437155'}]"
1579,the war between armenia and azerbaijan its wider impact an article by mr come carpentier published on,en,"[{'screen_name': 'comecarpentier', 'name': 'come carpentier', 'id': '4123406774'}]"
1580,modi the redeemer in bihar an article by shri ram madhav member board of governors india foundation published on,en,[]
1581,the war between armenia and azerbaijan its wider impact an article by mr come carpentier published on,en,"[{'screen_name': 'comecarpentier', 'name': 'come carpentier', 'id': '4123406774'}]"
1582,the god vaccine is it the second coming an article by prof rajeev srinivasan published on india foundation blogs,en,"[{'screen_name': 'rajeevsrinivasa', 'name': 'prof राजीवः श्रीनिवासः', 'id': '52437155'}]"
1583,modi the redeemer in bihar an article by shri ram madhav member board of governors india foundation published on,en,[]
1584,iconography of shiva an article by mr sushant bharti research assistant national museum institute new delhi published on,en,"[{'screen_name': 'sushantbharti13', 'name': 'sushant bharti 𑀲𑀼𑀰𑀸𑀦𑁆𑀢 𑀪𑀸𑀭𑀢𑀻', 'id': '1047539599675875329'}]"
1585,modi the redeemer in bihar an article by shri ram madhav member board of governors india foundation published on,en,[]
1586,one year after the formation of uts of j amp k and ladakh watch the india foundation chats an interview of shri ram madhav member board of governors india foundation with shri on chintan india foundation blogs,en,"[{'screen_name': 'adityarajkaul', 'name': 'aditya raj kaul', 'id': '44425241'}]"
1587,the god vaccine is it the second coming an article by prof rajeev srinivasan published on india foundation blogs,en,"[{'screen_name': 'rajeevsrinivasa', 'name': 'prof राजीवः श्रीनिवासः', 'id': '52437155'}]"
1588,the war between armenia and azerbaijan its wider impact an article by mr come carpentier published on,en,"[{'screen_name': 'comecarpentier', 'name': 'come carpentier', 'id': '4123406774'}]"
1589,rt modi the redeemer in bihar,in,[]
1590,modi the redeemer in bihar an article by shri ram madhav member board of governors india foundation published on,en,[]
1591,wishing everyone a happy deepawali chintan india foundation blogs,en,[]
1592,rt on th nov ambassador sanjay kumar verma gave opening remarks during online celebration of in,en,"[{'screen_name': 'indianembtokyo', 'name': 'india in japanインド大使館', 'id': '3180214502'}]"
1593,rt important first step on ayurveda between india and philippines with today s virtual symposium,en,"[{'screen_name': 'indembmanila', 'name': 'india in philippines', 'id': '3109085838'}]"
1594,rt launch of activities hon minister for health dr jagutpal shri muraleedharan,en,"[{'screen_name': 'hci_portlouis', 'name': 'india in mauritius', 'id': '4413449842'}, {'screen_name': 'mos_mea', 'name': 'v. muraleedharan', 'id': '1137953360462532608'}]"
1595,rt hci singapore celebrated with a discussion on from a lens of modern medicine and its role i,en,"[{'screen_name': 'indiainsingapor', 'name': 'india in singapore', 'id': '877337100'}]"
1596,rt live video of international symposium on,en,"[{'screen_name': 'iccseoul', 'name': 'iccr in republic of korea 주한인도문화원, 주한인도대사관', 'id': '954153029606912000'}, {'screen_name': 'iccseoul', 'name': 'iccr in republic of korea 주한인도문화원, 주한인도대사관', 'id': '954153029606912000'}, {'screen_name': 'indiainrok', 'name': 'india in rok', 'id': '4894933196'}, {'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1597,rt dr antoneta zarkova chairperson association ayurveda in bulgaria explains ayurveda its genesis and contemporary releva,es,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1598,rt ayurveda helped him have you tried it,en,"[{'screen_name': 'indiainsingapor', 'name': 'india in singapore', 'id': '877337100'}]"
1599,rt mayors and a senator in the united states of america have found resonance in the contemporary health science of,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1600,rt we are grateful to mayor lauren poe city of gainesville florida in the united states of america for proclaiming ayurved,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1601,rt mayors and a senator in the united states of america have found resonance in the contemporary health science of,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1602,rt we are grateful to mayor levar m stoney city of richmond virginia in the united states of america for proclaiming ayur,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1603,rt world ayurveda podcast episode with suzy camelia former health minister cura ao islands and carl camelia founder of,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1604,rt mayors and a senator in the united states of america have found resonance in the contemporary health science of,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1605,rt mayors and a senator in the united states of america have found resonance in the contemporary health science of,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1606,rt thank you shri dinesh patnaik hon ble director general for your kind words of encouragement your invaluabl,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1607,the god vaccine is it the second coming an article by prof rajeev srinivasan published on india foundation blogs,en,"[{'screen_name': 'rajeevsrinivasa', 'name': 'prof राजीवः श्रीनिवासः', 'id': '52437155'}]"
1608,rt world ayurveda podcast episode with dr vasant lad founder ayurvedic institute and ayurprana usa google,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1609,rt our gratitude to dr vinay sahasrabuddhe president and member of parliament rajya sabha for his kind messa,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1610,rt shri akhilesh mishra s additional secretary ministry of external affairs goi message in view of our global initiative,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1611,rt vaidya rajesh kotecha hon ble secretary ministry of ayush goi message for our ayurveda day initiative we sincerely th,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1612,rt world ayurveda podcast episode with vaidya research officer ayurveda niti aayog govt of india go,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}, {'screen_name': 'rajeshwari248', 'name': 'rajeshwari singh', 'id': '964728130677235712'}]"
1613,rt world ayurveda podcast episode with dr marc halpern founder california college of ayurveda usa apple,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1614,rt ayurveda day in hong kong in collaboration with the consulate general of india in hong kong inaugural address by consul,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1615,rt ayurveda day in italy organised and curated by led by dr antonio morandi dr george benoy consul ge,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}, {'screen_name': 'ayurvedic_point', 'name': 'ayurvedic point', 'id': '943131299509952513'}]"
1616,rt university of maharishi for latin america and the caribbean our global partner takes ayurveda day to countries in ca,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1617,rt an interesting curtain raiser webinar hosted by in which of speaks live on no,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}, {'screen_name': 'iccr_saopaulo', 'name': 'iccr in brazil', 'id': '1065680984979447808'}, {'screen_name': 'erickschulz', 'name': 'erick schulz', 'id': '43772445'}, {'screen_name': 'naradeva_shala', 'name': 'instituto naradeva shala', 'id': '227688204'}]"
1618,rt don t forget to join us tomorrow,en,"[{'screen_name': 'indembmanila', 'name': 'india in philippines', 'id': '3109085838'}, {'screen_name': 'upasiancenter', 'name': 'up asian center', 'id': '2495591310'}, {'screen_name': 'nycpilipinas', 'name': 'nyc', 'id': '178367902'}, {'screen_name': 'indfoundation', 'name': 'india foundation', 'id': '1466758298'}]"
1619,rt the war between armenia and azerbaijan its wider impact,en,"[{'screen_name': 'comecarpentier', 'name': 'come carpentier', 'id': '4123406774'}]"
1620,the war between armenia and azerbaijan its wider impact an article by mr come carpentier published on,en,"[{'screen_name': 'comecarpentier', 'name': 'come carpentier', 'id': '4123406774'}]"
1621,rt world ayurveda podcast episode with co founder and master herbsmith united kingdom spo,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}, {'screen_name': 'sebstianpole', 'name': 'sebstian pole', 'id': '800712276'}, {'screen_name': 'pukkaherbs', 'name': 'pukka herbs', 'id': '50610753'}]"
1622,rt join us for our ayurveda day program from the netherlands where ayurveda is becoming widely accepted,en,"[{'screen_name': 'davidfrawleyved', 'name': 'dr david frawley', 'id': '2924521080'}]"
1623,rt we are grateful to mr gib coerper mayor of alachua in florida in the united states of america for proclaiming ayurveda,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1624,rt we are grateful to mr will haskell state senator connecticut senate in the united states of america for proclaiming ay,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1625,rt ayurveda day by amrita school of ayurveda swami sankaramritananda puriji dr tanuja nesari dr rammanohar and other em,in,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1626,rt ayurveda day in switzerland organised and led by dr simone hunziker will see the participation of dr indu lal and oth,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1627,rt ayurveda day in uruguay led by ser ayurveda india s ambassador to argentina mr dinesh bhatia and other eminent domain e,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1628,rt world ayurveda podcast episode with founder ayurvaid hospital amp chairman cii core group on ayurved,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}, {'screen_name': 'rajivvasudevan', 'name': 'rajiv vasudevan', 'id': '53940385'}]"
1629,on watch the interview of shri ram madhav member board of governors india foundation with shri on one year after the formation of uts of j amp k and ladakh,en,"[{'screen_name': 'adityarajkaul', 'name': 'aditya raj kaul', 'id': '44425241'}]"
1630,nataraja the dance of infinity unity inclusivity an article by ms pavithra srinivasan research fellow india foundation published on india foundation blogs,en,"[{'screen_name': 'beingpavithras', 'name': '🌷pavithra srinivasan🌷', 'id': '962261671057264640'}]"
1631,the u s election implications an article by ms indira g published on india foundation blog,en,[]
1632,acharya prafulla chandra roy s vision and national education policy an article by dr ruby mishra assistant professor deshbandhu college delhi university published on india foundation blogs,en,[]
1633,rt ayurveda day debuts in the kingdom of morocco where embassy of india in rabat the morocco chamber of commerce and indust,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1634,rt world ayurveda podcast episode with lalitha kumaramangalam director india foundation spotify,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1635,rt world ayurveda podcast episode dr simone hunziker founder swiss ayurvedic academy in switzerland spotify,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1636,the u s election implications an article by ms indira g published on india foundation blog,en,[]
1637,rt we are grateful to honourable heath minister of lithuania mr aurelijaus verygos for leading and inaugurating the ayurved,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1638,rt celebrate this nov with high commission of india singapore register and joi,en,"[{'screen_name': 'indiainsingapor', 'name': 'india in singapore', 'id': '877337100'}]"
1639,nataraja the dance of infinity unity inclusivity an article by ms pavithra srinivasan research fellow india foundation published on india foundation blogs,en,"[{'screen_name': 'beingpavithras', 'name': '🌷pavithra srinivasan🌷', 'id': '962261671057264640'}]"
1640,jammu amp kashmir security tracker one year since the removal of the special status an article by soumya chaturvedi senior research fellow india foundation published on,en,"[{'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
1641,in the on watch the interview of shri ram madhav member board of governors india foundation with shri on one year after the formation of uts of j amp k and ladakh,en,"[{'screen_name': 'adityarajkaul', 'name': 'aditya raj kaul', 'id': '44425241'}]"
1642,rt world ayurveda podcast episode with dr nikolaos kostopoulos md from greece spotify apple htt,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1643,rt in the run up to ayurveda day across the world we bring to you the world ayurveda podcast fascinating conversations wi,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1644,rt ayurveda day in bulgaria supported and hosted by embassy of india in bulgaria and north macedonia our global partner de,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1645,rt we are grateful to the consulate general of india in bali indonesia for collaborating with our global partner,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}, {'screen_name': 'cgibali', 'name': 'india in bali', 'id': '1057089962'}]"
1646,rt on november join our virtual event to know more about role of ayurveda and opportunities for india philippines coop,en,"[{'screen_name': 'indembmanila', 'name': 'india in philippines', 'id': '3109085838'}]"
1647,rt ayurveda day in philippines supported and hosted by embassy of india highlight st virtual symposium on role of ayurved,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1648,rt ayurveda day in singapore supported by indian high commission high commissioners of india switzerland amp sri lanka with g,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1649,one year after the formation of uts of j amp k and ladakh watch the india foundation chats an interview of shri ram madhav member board of governors india foundation with shri on chintan india foundation blogs,en,"[{'screen_name': 'adityarajkaul', 'name': 'aditya raj kaul', 'id': '44425241'}]"
1650,nataraja the dance of infinity unity inclusivity an article by ms pavithra srinivasan research fellow india foundation published on india foundation blogs,en,"[{'screen_name': 'beingpavithras', 'name': '🌷pavithra srinivasan🌷', 'id': '962261671057264640'}]"
1651,the iconography of vishnu the evolution of the iconographical form of vishnu in various parts of india offers insights into india s cultural history an article by mr sushant bharti research assistant national museum institute,en,"[{'screen_name': 'sushantbharti13', 'name': 'sushant bharti 𑀲𑀼𑀰𑀸𑀦𑁆𑀢 𑀪𑀸𑀭𑀢𑀻', 'id': '1047539599675875329'}]"
1652,watch the india foundation chat where shri dattatreya hosabale ji sah sarkaryavah join general secretary rss is in conversation with shri a surya prakash on the foundation day of rss,en,"[{'screen_name': 'dattahosabale', 'name': 'dattatreya hosabale', 'id': '2651029910'}, {'screen_name': 'mediasurya', 'name': 'a. surya prakash', 'id': '178261363'}]"
1653,jammu amp kashmir security tracker one year since the removal of the special status an article by soumya chaturvedi senior research fellow india foundation published on,en,"[{'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
1654,the permanence of interests what india looks for is an america that brings with it many allies an article by shri ram madhav member board of governors india foundation published in today s newspaper article link,en,"[{'screen_name': 'indianexpress', 'name': 'the indian express', 'id': '38647512'}]"
1655,in the on watch the interview of shri ram madhav member board of governors india foundation with shri on one year after the formation of uts of j amp k and ladakh,en,"[{'screen_name': 'adityarajkaul', 'name': 'aditya raj kaul', 'id': '44425241'}]"
1656,rt grateful to you shri subhash ji for your kind appreciation,en,"[{'screen_name': 'beingpavithras', 'name': '🌷pavithra srinivasan🌷', 'id': '962261671057264640'}, {'screen_name': 'indfoundation', 'name': 'india foundation', 'id': '1466758298'}]"
1657,nataraja the dance of infinity unity inclusivity an article by ms pavithra srinivasan research fellow india foundation published on india foundation blogs,en,"[{'screen_name': 'beingpavithras', 'name': '🌷pavithra srinivasan🌷', 'id': '962261671057264640'}]"
1658,watch the interview of shri ram madhav member board of governors india foundation with shri aditya raj kaul in on chintan india foundation blogs,en,[]
1659,dr shristi pukhrem senior research fellow india foundation presented a paper on mekong ganga cooperation people to people linkages in the icwa aic international webinar on years of mekong ganga cooperation,en,[]
1660,releasing on india foundation blogs on saturday an interview of shri ram madhav member board of governors india foundation with shri on developments after one year of the formation of the ut of j amp k and ut of ladakh,en,"[{'screen_name': 'adityarajkaul', 'name': 'aditya raj kaul', 'id': '44425241'}]"
1661,us elections who sails through an article by dr manan dwivedi and dr charu published on,en,[]
1662,rt ayurveda day at southern california university of health sciences the university s president dr john scaringe dr davi,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1663,rt we are grateful to mr edward a bettencourt jr mayor of the city of peabody in massachusetts in the united states of am,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1664,rt we thank mr naresh solanki mayor of city of cerritos in california in the united states of america for his certificate,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1665,next on an interview of shri member board of governors india foundation with shri on developments after one year of the formation of the ut of j amp k amp ut of ladakh releasing on india foundation blogs on saturday,en,"[{'screen_name': 'adityarajkaul', 'name': 'aditya raj kaul', 'id': '44425241'}]"
1666,watch the india foundation chat where shri dattatreya hosabale ji sah sarkaryavah join general secretary rss is in conversation with shri a surya prakash on the foundation day of rss,en,"[{'screen_name': 'dattahosabale', 'name': 'dattatreya hosabale', 'id': '2651029910'}, {'screen_name': 'mediasurya', 'name': 'a. surya prakash', 'id': '178261363'}]"
1667,the iconography of vishnu the evolution of the iconographical form of vishnu in various parts of india offers insights into india s cultural history an article by mr sushant bharti research assistant national museum institute,en,"[{'screen_name': 'sushantbharti13', 'name': 'sushant bharti 𑀲𑀼𑀰𑀸𑀦𑁆𑀢 𑀪𑀸𑀭𑀢𑀻', 'id': '1047539599675875329'}]"
1668,forests and myths of the khasis an article by kuldeep badlani published on,en,[]
1669,next on is an interview of shri ram madhav member board of governors india foundation with shri on developments after one year of the formation of the ut of j amp k amp ut of ladakh releasing on india foundation blogs on saturday,en,"[{'screen_name': 'adityarajkaul', 'name': 'aditya raj kaul', 'id': '44425241'}]"
1670,rt ayurveda day in new zealand organised by our global partner planet ayurveda wellness centre in collaboration with high c,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1671,rt we are grateful to mr michael p cahill mayor of the city of beverly in massachusetts in the united states of america f,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1672,rt curtain raiser webinar hosted by consulate general in s o paulo in brazil and swami vivekananda cultural center in s o pa,sl,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1673,rt ayurveda day in ecuador bolivia venezuela dominican republic costa rica panama colombia mexico argentina spain,es,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1674,rt ayurveda day in latvia sweden turkey slovenia and luxembourg courtesy avp research foundation and avp baltics gratitu,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1675,forests and myths of the khasis an article by kuldeep badlani published on,en,[]
1676,the iconography of vishnu the evolution of the iconographical form of vishnu in various parts of india offers insights into india s cultural history an article by mr sushant bharti research assistant national museum institute,en,"[{'screen_name': 'sushantbharti13', 'name': 'sushant bharti 𑀲𑀼𑀰𑀸𑀦𑁆𑀢 𑀪𑀸𑀭𑀢𑀻', 'id': '1047539599675875329'}]"
1677,watch the india foundation chat where shri dattatreya hosabale ji sah sarkaryavah join general secretary rss is in conversation with shri a surya prakash on the foundation day of rss,en,"[{'screen_name': 'dattahosabale', 'name': 'dattatreya hosabale', 'id': '2651029910'}, {'screen_name': 'mediasurya', 'name': 'a. surya prakash', 'id': '178261363'}]"
1678,jammu amp kashmir security tracker one year since the removal of the special status an article by soumya chaturvedi senior research fellow india foundation published on,en,"[{'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
1679,rt ayurveda day in canada organised by centre for ayurveda amp indian systems of healing,in,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1680,rt ayurveda day in croatia organised by antiage ayurveda,in,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1681,rt embassy of india in finland amp estonia and our global partner organisations from finland amp estonia come together to mark a,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1682,rt we are grateful to mr gary hovis mayor of coopersburg in pennsylvania in the united states of america for proclaiming a,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1683,india foundation blog,en,[]
1684,the iconography of vishnu the evolution of the iconographical form of vishnu in various parts of india offers insights into india s cultural history an article by mr sushant bharti research assistant national museum institute,en,"[{'screen_name': 'sushantbharti13', 'name': 'sushant bharti 𑀲𑀼𑀰𑀸𑀦𑁆𑀢 𑀪𑀸𑀭𑀢𑀻', 'id': '1047539599675875329'}]"
1685,rt national ayurveda students and youth association nasya amp nirog street will be organising a panel discussion that will see,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1686,rt our global partner organisation ayurway to mark ayurveda day with the participation of dublin city mayor mr david haube,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1687,rt embassy of india in argentina to mark ayurveda day special thanks to mr dinesh bhatia indian ambassador who has agreed,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1688,jammu amp kashmir security tracker one year since the removal of the special status an article by soumya chaturvedi senior research fellow india foundation published on,en,"[{'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
1689,rt we are grateful to mr david haubert mayor of the city of dublin in california in the united states of america for his c,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1690,india foundation journal november december download link,en,[]
