,tweet,language
1550,second firecrackers contain extremely toxic chemicals heavy metals even green ones present car exhausts industrial pollution far dangerous health,en
1551,three reasons first source pollution causes massive spike time span one day would go live gas chamber one day year justify saying make impact lungs span one year,en
1552,new video virat kohli fabindia ceat tanishq boycotts watch,en
1553,sitting another continent enjoying clean air poisoning lungs get back acha hai keep going kind stupidity love seeing,en
1554,would go live gas chamber day day,en
1555,chart burnol moment liberals wokes haha agli baari phir se lecture diya toh pollute air even next saal ka target hai even liberals feel burn polluted air,en
1556,comment karne aaye toh dimag ghar par bhul aaye kya,hi
1557,personal car rely public transport vegetarian cut trees walk workout daily smoke already ab kuch naya reply socho ja kar,en
1558,imagine something wastes money tortures pets hurts lungs puts children risk burns endangers asthmatic dadi offers seconds entertainment still feel mera culture khatre mein aa jayega otherwise,en
1559,tweet firecrackers last new years developed countries new years day unhealthy air quality impact firecrackers imagine gas chamber firecrackers create indian cities already dangerous air quality,en
1560,swami vivekananda video truly shaken fanatics using swamiji image spread hatred regressive agenda sharing another great quote think,en
1561,swami vivekananda vs andh vishwas cow worship astrology watch video,en
1562,last match arrest anti nationals cheering india loss today match happy india lost kohli deserved secular woke,en
1563,wow,und
1564,petrol price mar petrol price oct bitcoin price mar bitcoin price oct last six months petrol performed better bitcoin,en
1565,petrol price crosses mark first time history happened places rajasthan madhya pradesh cities might follow soon,en
1566,visiting biggest hindu temple africa watch vlog,en
1567,nowadays trolls become lazy made mistake video posted correction within mins uploading video days later trolls read correction comment repost pretending discovered thodi toh mehnat khud se karo matlab,en
1568,facebook officially renamed meta,en
1569,one important issues ignored indian media watch video,en
1570,explained whole sequence events video,en
1571,aryan khan finally granted bail high court hand kiran gosavi detained mumbai police mumbai police initiates investigation sameer wankhede,en
1572,multiple incidents violence happened,en
1573,world becoming living example eye eye makes whole world blind,en
1574,million special q amp video watch,en
1575,rt spirit cricket sprit human beings let ppl fool,en
1576,superpower fake news,en
1577,haan bhai abhi abhi khidki par aya tha superman mujhe paisa dene usne mujhe warn bhi kiya tha ki aditya neeche khada dekh lega yeh paise dete hue toh badi problem ho jayegi mujhe sunni chahiye thi uski,hi
1578,course ended boycotting marvel understand difference even star anchor shows picture avengers talking superman,en
1579,one favorite tv anchors started trend getting offended latest edition superman comic,en
1580,believe andh bhakts boycotting superman yesterday even joking,en
1581,bangladesh durga puja violence singhu border attack watch video,en
1582,next video bangladesh durga puja attacks lakhbir singh singhu border attack releasing tonight,en
1583,coincidentally one favorite achaar fabindia always make sure stock felt cute might delete free promotion later let enjoy dawat e khas,en
1584,andh bhakts hate leftists cancel culture also andh bhakts boycott fabindia ban unacademy boycott tanishq boycott zomato ban swiggy boycott netflix boycott amazon ban surf excel ban virat kohli boycott srk boycott bollywood boycott,en
1585,rt everyone hates religious bigotry bigotry starts come religion becomes say anything,en
1586,normal indians happy diwali safe prosperous diwali andh bhakts dare sirf humare festivals hi milte hai safe kehne ko aur prosperous wala liberal gyan bahut hua ab toh hindu khatre mein hai abhi ruk twitter par rona shuru karta hun,in
1587,detailed video rise fall air india watch,en
1588,global hunger index fake press freedom index wrong global democracy index biased global happiness index anti national environment protection index leftist conspiracy ease business index correct,en
1589,international report shows bad performance ye toh conspiracy hai modiji ke western countries biased amp jealous modiji international report shows good performance wah look everyone praising modiji modiji ne desh ka naam ucha kiya,en
1590,kind argument also countries dictators countries people beheaded minor offences also countries drugs decriminalized kal ko taliban ya north korea ko bhi cite karoge kya justification ke liye,en
1591,sharing secrets learn principles techniques use producing editing high quality videos special course graphy hour interactive live class th october join sounds interesting,en
1592,hindutva boys obsessed saving savarkar image know single freedom fighter truly call everyone bhagat singh gandhi bose lal bahadur shashtri secular use religion politics,en
1593,coal shortage india china watch video,en
1594,happened lakhimpur case till watch video,en
1595,today news amitabh bachchan terminated contract pan masala brand great job hope celebrities also,en
1596,pandora papers explained watch video,en
1597,full story till watch,en
1598,exactly,en
1599,shameless celebrities already multi millionaires yet resist endorsing cancer point rich influential still dirty work,en
1600,special vlog meeting masai tribe africa exploring lifestyle culture watch,en
1601,clearest video lakhimpur kheri incident yet farmers walking peacefully car violently comes runs shocking,en
1602,rt,hi
1603,shocking footage,en
1604,new video latest happenings watch,en
1605,thanks abhishek,en
1606,rt thank much wonderful video bhaiya,en
1607,people farmers protest wear bhindranwale shirt farmers khalistanis whole protest anti national half bjp supporters trend support godse praise godse bjp supporters nationalist deshbhakts,en
1608,inspiring life story right village watch ground report,en
1609,union minister son allegedly kills protesting farmers running car godi media g drugs found cruise ship srk son godi media,en
1610,rt shahrukh khan son caught allegedly partying drugs bigger news central minister son allegedly mowing,en
1611,special thanks trolls roasters also giving constant free publicity people got access quality educational content feat achieved quicker expected,en
1612,reached million subscribers youtube today big thank,en
1613,mahatma gandhi try save bhagat singh special episode watch video,en
1614,new ground report coming right akhada haryana village olympic champion releasing tomorrow probably,en
1615,ideas watch,en
1616,new ground report africa cleanest country along horrifying history watch video,en
1617,new vlog kenya watch,en
1618,new detailed video emergency period watch,en
1619,one well animated detailed mini documentaries watch video,en
1620,rt arnab goswami intelligence sources,en
1621,secret organization cleaning india ground report goes deep work done watch video,en
1622,india income tax watch new video,en
1623,iphone go update ios software update finally fixes bug pegasus spyware exploited spy people,en
1624,news channel north korean propaganda tv,en
1625,rt marketing career spanning two decades never newspaper marketing deptt produced advertisement fo,en
1626,cell wants believe newspaper hires designers design ads behalf companies governments nice try defending feku master blaming newspaper,en
1627,front page ad ajay singh bisht pictures development stolen west bengal,en
1628,link full video,en
1629,hinduism vs hindutva explained perfectly must watch interview,en
1630,petrol price amp oil bonds excuse explained watch video,en
1631,visiting sadar bazaar rwanda new vlog,en
1632,rt save pic next generation,en
1633,correct,en
1634,hello africa wants see daily vlogging african trip,en
1635,rt beautiful young india waking questions wrote history amp truly heart war,en
1636,link,en
1637,released one longest detailed videos yet savarkar partition go watch,en
1638,drink alcohol eat meat fascist sympathizers act surprised continuously supported ideology hell bent taking away personal freedoms want full control eat wear watch read marry etc,en
1639,final episode series communism captialism socialism watch video,en
1640,rt let debunk old rw propaganda class th history social science ncert chapters class th history nce,en
1641,extremist hate monger called yati used get crazy level support bjp leaders bjp supporters till time spreading hate religions people today turned spoke bjp women,en
1642,rt ias,hi
1643,neeraj chopra bajrang punia deserve another medal showing courage openly talk unity brotherhood times,en
1644,worlds expensive currency watch video,en
1645,tight slap people using neeraj spreading communal hateful agenda,en
1646,rt umar khalid case court today,en
1647,know india actually definition farmer learn history laws farming episode maha bharat listen,en
1648,ache din aane wale hai india superpower overtake usa china soon modi good choice least modi better taliban want cheap petrol press conferences go afghanistan,en
1649,,en
1650,pakistan defines good taliban bad taliban watch video,en
1651,new video taliban takeover afghanistan watch,en
1652,taliban completely captured afghanistan president afghanistan run away another country really taliban rise power explain video,en
1653,independence day special video mini documentary partition watch,en
1654,video almost mini documentary kargil war enjoy watch,en
1655,congratulations messi joining psg,fr
1656,second episode must say turned one best edited videos produced till watch video,en
1657,literal calls genocide given openly faces people visible clearly identity fraud baba instigates known videos taliban like extremists publicly available yet nothing happens yahi hai modi ka new india,en
1658,ready second episode gems india coming soon guess city india hint name city starts j,en
1659,first gold medal india tokyo olympics congratulations,en
1660,great decision modi govt rename rajiv gandhi khel ratna award major dhyan chand khel ratna award hope rename narendra modi stadium jaitley stadium also remove politician names,en
1661,new video legendary history indian hockey watch,en
1662,congratulations lovlina bronze,en
1663,wah expressing opinions based personal observations indian law kyun kuch bhi challenge show case booked someone spreading pro bjp fake news show delete old tweet,en
1664,new video assam mizoram border issue watch,en
1665,rt oh snap,en
1666,bihar cm nitish kumar also demands investigation pegasus scandal long modi govt keep ignoring,en
1667,seems like whole gang thrives hatred even moment celebration joy wanted hate something everyday twitter anyways seeing joy happiness really makes uncomfortable end,en
1668,course deleted tweet within mins soon realized used quote context feed hate want destroy atmosphere happiness amp celebration today late hate campaign already started cont,en
1669,next thing know troll accounts saying paid bollywood naukar shah rukh khan troll websites like poopindia writing articles deleted tweet cont,en
1670,today outraging deleted tweet harmless tweet said movie like chak de india would probably motivated children take hockey aaand took context say definitely crediting srk success team cont,en
1671,rw twitter excessively obsessed jealous unbelievable sharing context clips videos misquoting statements outraging something said outraging say something every week story,en
1672,thank odisha govt massively promoting hockey odisha govt replaced sahara sponsor indian hockey teams also developed world class facilities hosted multiple tournaments,en
1673,congratulations indian hockey team creating history years best luck semi finals,en
1674,bjp meghalaya beef good cow slaughter allowed bjp uttar pradesh beef bad cow slaughter banned,en
1675,rt kerala records crimes crime rate high kerala records accidents accident rate high kerala records suicides,en
1676,common states kerala west bengal punjab j amp k hint lot time amp money spent constantly defame states people adhere particular ideology today seems like mizoram next target,en
1677,shameless bjp supporters defame world renowned virologist promote fake agenda agar koi factual counter nahi hai toh chup raho embarrass,en
1678,since last days cell running nice little campaign defame kerala model praise uttar pradesh model covid instead easy debunk nonsense read real facts opinion virologists,en
1679,new video inspiring story mirabai chanu watch video,en
1680,west bengal becomes first state india announce investigation pegasus scandal commission inquiry headed ex supreme court judge mb lokur,en
1681,pegasus scandal explained full details watch video,en
1682,rt star olympian super mum mary kom little message follow live blog ht,en
1683,excited announce presence graphy get chance learn best creators free would one mentors apply,en
1684,imagine making people understand concept interfering people personal life choices,en
1685,credit card new explainer video credit cards watch,en
1686,kal ko constipation hoga tab bhi dhruv rathee ko blame karna wanted take away video would copyright strike trust really want videos stay youtube stupidity visible everyone learn take responsibility content,en
1687,occasion launch new video space tourism race watch,en
1688,reuters guardian bbc news new york times edward snowden die zeit germany le monde france haaretz israel proceso mexico direkt hungary even french agencies sab ke sab jhoote hai bas humare dear modiji sahi hai modi supporters,en
1689,international bezati modi govt become monthly affair modi supporters run excuses defend manage say foreign conspiracy every time ab toh aakhne khol lo least,en
1690,full history afghanistan watch video,en
1691,factual basis suggest use twitter tweeting factual basis suggest use whatsapp messaging factual basis suggest use car driving,en
1692,wah aaj tak journalists praise modi day amp night social media nothing happens soon tweets criticizing modi company suddenly remembers rules fires,en
1693,,und
1694,seen video highly recommend start one inspirational video treeman haryana,en
1695,big thank trolls amp roasters free publicity every month trend name twitter free many new people discover channel start loving educational content welcome new comers,en
1696,treeman haryana watch first episode gems india,en
1697,danish showed us ground reality migrant crisis delhi riots corona crisis communalism work exposed criminals wanted keep crimes hidden public thanks got hardcore evidence truly missed,en
1698,school drop became nobel prize winner new video legend watch video,en
1699,finallyyy long overdue new series launching saturday youtube,en
1700,saying ravi intentionally mere coincidence also unfortunate trend often seen many families bill people might encouraged female foeticide get son unless strong ways prevent,en
1701,yes,und
1702,half story children daughters son pics seems youngest one son typical story many families keep children get son shows bill increase female foeticide,en
1703,crazy australian politician masks vaccines praising yogi model read thread,en
1704,big problem religious conversions india explore based hard facts data watch,en
1705,rt difference gets arrested joke even crack arrested making,en
1706,youtuber karl rock single handedly promoted tourism india millions people imagine blacklisted indian govt without giving reason,en
1707,new video cabinet reshuffle good bad watch,en
1708,rt saddened amp disturbed death year old human rights defender father prolonged,en
1709,uapa conviction rate means almost everyone arrested law innocent people like stan swamy suffer die stupid law tool harass opposing voices like rowlatt act british raj uapa,en
1710,new video extreme heatwave canada temperature almost touched c watch,en
1711,new video potential third wave watch,en
1712,,und
1713,finally got first dose vaccine today moderna anyone wondering nice coincidence,en
1714,tibetans allowed protest peacefully ccp govt scared ccp,en
1715,feel free suggest topics,en
1716,world first country make bitcoin legal tender watch video,en
1717,people consider important problems life marrying women community religious conversion ppl religion khatre mein hai people give priority unemployment climate change environment one,en
1718,congrats deserve,en
1719,twitter fb insta modi govt harasses companies like yr old angry bully wonder every startup see immediately moves offices singapore dubai soon companies simply want take risk business india,en
1720,today parts canada reporting temperatures hotter delhi climate change impact worst,en
1721,new video swami vivekananda watch,ht
1722,twitter vs modi govt watch video,en
1723,whenever bjp accounts twitter outrage something completely ignore wait days high chance something fake pre planned natak happened,en
1724,upload twitter facebook video bollywood song video would taken copyright every social media user knows india minister thinks agenda twitter,en
1725,one best quality videos made till date watch,en
1726,new ground report releasing tomorrow every video try best take quality next level one would hopefully surpass expectations turned amazingly well,en
1727,whole system heavily favors people already wealth instead favoring hard working people one might say providing free basic needs everyone giving interest free loans grants needy people helps level playing field slightly,en
1728,true however rags riches stories rare extremely hard someone rise top manage basic needs whereas next impossible someone loads inherited wealth lose unless something really stupid,en
1729,money begets money purely capitalist society gets exponentially easier make money money easier gets everything stock markets real estate investment favors someone starting capital struggle,en
1730,last part especially aditya birla group request give mine start initiative lab made diamonds,en
1731,full story buxwaha forest watch video,en
1732,thank kerala high court,en
1733,meeting german football team watch new vlog,en
1734,rt trust takes putting brave face endorsing book condenses ten years work something tha,en
1735,iz bizness,en
1736,,en
1737,new vlog borders countries part former yugoslavia watch,en
1738,twitter biased twitter leftist conspiracy western companies target nationalist accounts proof trick george soros excuse could used played victim card like people,en
1739,even million followers enough get blue tick,en
1740,list countries twitter banned north korea china iran turkmenistan nigeria anyone wants india added list big disservice nation downgrading india level countries,en
1741,uttar pradesh feel free spread fake news pro bjp nothing happen system defend make unintentional mistake news bjp harassed amp booked matter even apologize amp correct,en
1742,first time life watching match stadium france vs germany happening release vlog later,en
1743,account shared photoshopped images suspended thank,en
1744,photoshopped images never tweeted anything like fact never used single abusive word videos tweets posts ever since joined social media low haters fall,en
1745,never said nepo kid stop thinking binary point address privilege broader context make statement srk clearly said case may may impacted career,en
1746,story one year later watch video,en
1747,lakshadweep sedition case filed filmmaker aisha sultana criticizing praful patel response bjp leaders party workers lakshadweep resigned party,en
1748,look extent people question govt threatened instagram done also organized troll network conducts raids mass abusing targeted people spam comment section amp inbox worst possible threats,en
1749,kind hashtag half liberals women mean hate matlab logic kahan hai,en
1750,mystery mehul choksi watch new video,en
1751,also original humari population khatre mein hai whatsapp forward,en
1752,visited museum berlin today credit chori koi inse seekhe seekhe inse,en
1753,thanks opposition leaders people supreme court pressurizing finally govt done long time ago,en
1754,new video india latest gdp data watch,en
1755,dogecoin vs bitcoin watch new video,en
1756,epic,en
1757,would happen watch video,en
1758,personal details leaked dominos air india data breaches know video protect watch,en
1759,rt facebook ne mujhe bye bye kar diya hai telegram pe join kar lo mitrooooon kal kya pata ka,tl
1760,give follow amazing job unique informative graphics india disappointing often get credited work,en
1761,lakshadweep danger watch video,en
1762,repeating said prepared worst case scenario always know use vpn teach family members friends,en
1763,need know black fungus white fungus video collaboration india top virologist dr gagandeep kang watch video,en
1764,twitter job marking fake news fake news fascists got irritated embarrassed sent puppet police raid twitter offices,en
1765,yaar itni jalti kyun hai tum logon ki har video par ek cool dikhne walla comment zaroor marna hai video bina dekhe,hi
1766,israel palestine unite one country watch,en
1767,includes bjp ruled states also letting modi glorified personality steal credit everything ideally want political pics removed know modi never agree remove pics cornered amp pressured like,en
1768,would ethical thing would also mean would one counter pm cheap publicity attempts give free hand future repeat tactics needs see level playing field,en
1769,jharkhand chhattisgarh cm replaced pm modi pic vaccine certificate suggest chief ministers states pm modi voluntarily agrees remove pic exploit publicity teach lesson,en
1770,special video raja ram mohan roy birthday today watch,en
1771,visit twitter day saw glycerin trending need guess must happened,en
1772,rt thanks mentioning looking peace region committed social solid,en
1773,new video akhand bharat watch,en
1774,humbled toh theek hai sir mana karo unhe wasting milk good,en
1775,one article alt news enough destroy complete propaganda factory cell godi media wonder jealous alt news,en
1776,rt disgusting bjp amp ecosystem using biggest pandemic last century score political points comparative,en
1777,congrats bjp aaj russia ki baari hai tumhari bezati karne ki,fi
1778,india given fair diplomatic balanced statement violence israel palestine supported palestine cause come shock andh bhakts think brains opinions based pure hatred others,en
1779,rt,hi
1780,rt pr speaks open debate middle east expresses strong condemnation acts,en
1781,complete history israel palestine issue watch,en
1782,delhi police arrested people making poster modi coward,en
1783,link video,en
1784,twitter trolls sharing context clip latest video intentionally twisting said stumble upon watch full video understand full context hard debunk nonsense,en
1785,new video israel palestine issue watch,en
1786,america became worlds powerful country watch video,en
1787,complex take time,en
1788,israeli forces hamas firing rockets common people dying sides indians blindly choosing sides complex conflict thirsting blood reality tv show going,en
1789,rt face grieving nation tragedies unfolding around us continued attempt push falsehood pro,en
1790,wow photography allowed central vista someone really insecure mess created,en
1791,internationally renowned guardian newspaper criticizing modi someone uttar pradesh created website called daily guardian post news praising modi,en
1792,elections blockchain work watch new video,en
1793,essential work progress vs,en
1794,breaking supreme court orders modi govt supply mt oxygen delhi everyday also upheld high court order supply mt oxygen karnataka modi govt completely failed supplying sufficient oxygen states amp looking excuses,en
1795,best vaccine watch video,en
1796,people saying fact checking way whitewash violence bengal matlab want enrage peope sharing fake gory photos amp videos want anyone tell fake means real agenda incite violence,en
1797,joke oximeters cows,en
1798,new video kangana amp west bengal violence watch,en
1799,rt,hi
1800,finally kangana account suspended twitter inciting violence also praising encouraging genocide,en
1801,bjp workers attacked houses burnt killed tmc workers killed cpim houses also attacked bjp fans online talking one side story regardless mamata held responsible failed law amp order failure,en
1802,new video bengal results watch,en
1803,poor arnab goswami opened whole new tv channel bengali help masters election even disappeared channel election result coverage today,en
1804,marked,en
1805,series events,en
1806,opposition party helped foreign embassies get oxygen cylinders external affairs minister whining like yr old child save supreme leader image,en
1807,today delhi high court gave warning modi govt either supply mt allocated oxygen delhi face contempt court reality delhi needs mt modi govt even provide promised mt,en
1808,suresh srivastava ramesh diwakar kesar singh gangwar lal bahadur maurya names another bjp mla blamed lack icu space lal bahadur maurya death gangwar son blamed govt healthcare system father death,en
1809,past days least bjp mlas bjp general district secretary died uttar pradesh covid imagine bad situation common people,en
1810,rt l,hi
1811,rt madhya pradesh maharashtra got oxygen asked delhi getting less oxygen asked hc,en
1812,great suggestion sonu sood govts support families lost sole earners,en
1813,rt need replacement plasma donor max hospital saket new delhi blood group donor sufficient please share,en
1814,govt lie even small things big deal accept crashed overload everyone visited website knows overloaded stopped working small time people problems getting otps,en
1815,international reaction india crisis watch video,en
1816,proof points,en
1817,yogi adityanath model shamelessly lie hospitals shortage oxygen fake death count amp cases threaten hospitals lying oxygen shortage threaten people nsa amp property seizing cm gunda,en
1818,rt trigger warning death,en
1819,one shameless biggest liars,en
1820,rt oh look dear trolls govt asking lower price vaccine well hope swamp tl lectures ec,en
1821,p v,en
1822,rt run monthly sip rs lakhs bit calling everyone donate covid effort,en
1823,doubt responsible oxygen crisis read state govts even get surplus oxygen without approval modi govt shameless people still keep blaming state govts blindly,en
1824,international media job indian media,en
1825,hahaha bjp cell started copy pasting tweets opposing ideology defame copy pasting tweets strategy,en
1826,tweets removed twitter order modi govt see anything wrong,en
1827,rt one important videos ever made hospital beds available learn home treatment,en
1828,modi govt cares pr lives twitter forced delete tweets criticize govt cell pages spreading fake news blaming state govts bjp leaders photo ops oxygen plants godi media asked blame system instead govt,en
1829,one important videos ever made hospital beds available learn home treatment covid watch,en
1830,rt negativity mat failao yaar,in
1831,protocol toh bahana hai reality yeh hai ki modi always needs excuse whenever asked uncomfortable unscripted questions kabhi dosti bani rahe toh kabhi protocol follow kijiye,en
1832,reality oxygen crisis watch,en
1833,centre govt govt responsible allocating distributing oxygen supply states india hospitals running oxygen today courage blame modi busy elections care lives,en
1834,hospital hours oxygen left moved high court unprecedented situation,en
1835,hitler brainwashed millions people one well researched videos watch,en
1836,new video air indoor pollution watch,en
1837,amazing poetry exposing harsh reality actor,en
1838,rt bodies burnt footpaths ghaziabad ram rajya rakshas rajya,en
1839,rt please help bhai remdesivir required patient girjesh kumar yashoda hospital ghaziabad u p ph,en
1840,rt patient archana karn age sex female covid positive location noida currently sjm hospital noida,en
1841,rt needs remdesivir really needy person anyone plz help save life name tusli das ag,en
1842,rt urgently required itolizumab injection mg x units patient hospital ventilator thane kindl,en
1843,rt patient kachru rajaram pelmahale age need plasma itolizumab mg injection urgent sushr,en
1844,rt needed plasma ashok kumar tyagi yr blood group metro hospital preet vihar delhi days old,en
1845,rt looking plasma donor delhi admitted neuro icu bed number max hospital saket n,en
1846,rt thanks fr ur efforts dhruv mother critical able recover even providing plasma doc,en
1847,rt thanks dhruv bhai patient shashi mathur age f need plasma b address oncoplus hospital defence,en
1848,rt name sunil vishwakarma age near years location varanasi hospital ford hospital samne ghat r,en
1849,anyone around desperate need remdesivir plasma donation write number place retweet amplify people see retweet try help around,en
1850,scientists researched vaccine companies produced vaccine taxpayer paying cost vaccine doctors giving vaccine vaccine certificates india pm modi photo matlab kuch cheezon mein toh yeh egoistic self promotion rehne,en
1851,read replies tweet goldmine whataboutism desperate justification people accept reality country running beds amp vaccines today wrong priorities govt,en
1852,ok bhaiyaji aap ek tweet se finance minister ke bayan ko fake news maante ho phir theek hai mera original point toh anyways wastage money ka hai aur iske dhero examples hai aisi kitni sarkar ki nautankiyon ko defend karoge,tl
1853,arey anshul bhaiya ab finance minister ke bayan ko fake news keh rahe ho,hi
1854,wo saare scams ka black money toh modiji laane waale na swiss banks se,tl
1855,firstly govt spent crores taxpayer money ram mandir secondly statue unity central vista projects necessary,en
1856,statue unity crore central vista crore ram mandir crore bjp new party office crore imagine spent money hospitals health facilities many lives could saved,en
1857,exams cancelled watch video,en
1858,saket people funded bjp opindia chief name name know talking jackass,en
1859,soon talked paid portals without naming anyone instantly replied talking jackass even knows,en
1860,finally congratulations students got wanted class th board exams cancelled class th board exams postponed,en
1861,special video watch,en
1862,first solo travel life watch new vlog,en
1863,common man vs politicians watch video,en
1864,video explaining blood clotting risk oxford vaccines watch,en
1865,tablighi jamat date april daily cases india people attended godi media label corona jihad kumbh mela date april daily cases india people attended million godi media label devotees,en
1866,sources want read,en
1867,basic tips prevent covid might realized viral infections happen indoors sunlight kills virus x originally thought therefore keep house well ventilated open windows regularly get much sunlight possible,en
1868,republic tv calls public clubhouse conversation leaked tape next kal ko publicly uploaded youtube videos ko bhi leaked tape keh kar dikhaenge,en
1869,episode basics series watch video,en
1870,teachers attempt easy questions first modiji attempt difficult questions first scientests climate change happening rapidly modiji climate change nahi hua hai hum change ho gaye hai engineers first digital camera launched modiji used digital cam,en
1871,million special video teaser new series watch,en
1872,still think useless meet family wife daily house anyone household infected everyone wearing masks cars make difference,en
1873,totally bad ventilation unhygienic hotel rooms people even go get sunlight exercise best way infect healthy people,en
1874,list stupid covid restrictions wearing mask alone car night curfews increases crowding day time forced quarantine tested healthy people hotels shutting small businesses kills livelihoods,en
1875,big thank million subscribers thank every one special video occasion release later week reveal grand plans future,en
1876,election commission orders repolling booth suspends polling officials thankfully quick action taken,en
1877,yesterday assam evm found bjp candidate car today godi media gives justification election comission car broken coincidence nearest car happened bjp leader car helped give evm lift,en
1878,second wave coronavirus analysis watch,en
1879,ever get fooled one nation one election idea see today decision ppf reason modi govt takes decision favour people due fear elections otherwise would loot years continuously without fear,en
1880,till elections,en
1881,new vlog bank spain watch,en
1882,lockdowns solution hope understands negative effects lockdowns outweigh potential positive benefits destroy mental well livelihoods poor middle class,en
1883,new educational video suez canal stuck ship watch,en
1884,join tomorrow online screening groundbreaking film reason time pm th march screening pm th march q amp us link,en
1885,new video explaining gnctd bill watch video,en
1886,getting swedish haircut watch new vlog,en
1887,truly beautiful song,en
1888,law tell difference,en
1889,declared within provisions constitution hitler never called dictator nuremberg amp gleichschaltung laws banned parties china never calls dictators passed hong kong security law become dictators hong kong,en
1890,examples british never called dictators rowlatt act law putin never calls dictator constitutional amendment passed law technically made one indira gandhi never called dictator emergency,en
1891,two rules dictator ever calls dictator every dictator becomes dictator passing laws orderly seemingly legal way,en
1892,rajya sabha passes one single person stand elections technically government delhi crore people votes zero value,en
1893,new video explaining ideologies bhagat singh watch,en
1894,undemocratic referring removal article mean downgrading jammu kashmir full state union territory two different things,en
1895,bjp overthrown least state govts buying mlas additionally stole power elected state govts passing undemocratic laws j amp k delhi exactly electoral autocracy looks like opposition parties must wake amp act,en
1896,seeing northern lights first time life watch vlog,en
1897,new video analysis world happiness report watch,en
1898,world happiness report world worst countries happiness afghanistan zimbabwe rwanda botswana lesotho malawi haiti tanzania yemen burundi india,en
1899,source,en
1900,sadhu killed inside temple yesterday trending hashtags one crying hindu khatre mein hai godi media debating justice one asking uddhav resign incident happened agra murderer also hindu,en
1901,worlds polluted cities latest data hotan ghaziabad bulandshahr bisrakh bhiwadi rajasthan noida greater noida kanpur lucknow delhi source swiss organization iqair,en
1902,detailed video capitalism works watch,en
1903,governments across world keep lockdowns soon small rise cases lockdowns means get us zero covid cases supposed small time emergency measure case hospitals overloaded,en
1904,convinced lockdowns restriction freedom beyond certain point stupid second order effects countries harsh lockdowns disastrous people tell lost livelihoods depression delayed treatment diseases etc,en
1905,funny thing talk people countries everyone seems convinced strategy good done reality span one year hardly much difference hospitalization rates countries,en
1906,past months travelled numerous countries countries compulsory mask wearing outside like spain one wears mask inside also like sweden everything open almost everything closed,en
1907,,und
1908,people dumb sometimes think even worth trying teach anything even yr old child would rationalism sense reality,en
1909,rt new video myanmar dictatorship watch,en
1910,rt,hi
1911,capitalism coming day tomorrow,en
1912,farmers angry farm bills students angry flop exam system bankers angry privatization middle class angry petrol prices andh bhakts angry hindu khatre mein hai enjoying ache din modi govt,en
1913,new video myanmar dictatorship watch,en
1914,right wing extremists extremely loyal people belong group matter rape someone beat child drinking water always defend writing articles online hashtags rallies etc crime matter,en
1915,best way protesting,en
1916,rt right wing influencers trying best shif blame little kid want u believe called mahant,en
1917,rt two viruses plaguing mankind political leaders using religion religious leaders playing politics,en
1918,sadhguru preaches positivity inner peace many kattar followers harcore abusers spend time social media showing guru trolling librandus living thug life giving tight slap liberals matlab hypocrisy ki bhi,en
1919,hindi samajh nahi aati toh english mein samjhaun credit rating indicator economic growth modi govt beating chest using moody rating show sab changa si indian economy know economic growth turned,en
1920,videos describing meaning two ratings actually signify never said ki yeh rating agency bekaar hai sorry forgot trolls one job spread fake news create hatred society,en
1921,sleeping night ice hotel watch vlog,en
1922,almost people world live autocratic countries number,en
1923,last ten years india top worst autocratizing countries world top positions occupied poland hungary turkey brazil,en
1924,exact indicators based downgrade happened see drastic fall almost harrasment journalists court independence election vote buying etc,en
1925,earlier freedom house downgraded india partly free country v dem organization downgrades india democracy electoral autocracy indicators say india worse bangladesh nepal terms censorship autocratic pakistan,en
1926,one scenic travel vlogs made watch,en
1927,water profound fundamental dimension life available goes beyond quantum dimension infinity make drinking water regular habit everyday bring consciousness closer spirituality dr,en
1928,analysis freedom house report watch video,en
1929,finally thought creative way utilize clubhouse app follow dhruvrathee first trial run share idea works well,en
1930,new vlog shot juli watch,en
1931,level brainwashing done andh bhakts unbelievable embarrassment,en
1932,ice skating frozen lake watch new vlog,en
1933,new video rules detailed solutions privacy watch,en
1934,,und
1935,hongkong pro democracy supporters also made toolkit support myanmar protestors provided helpful tips,en
1936,three fingered salute first seen hunger games movie used pro democracy activists thailand also become symbol resistance myanmar protests,en
1937,protestors wear helmets protection international community help airdropping bullet proof vests helmets protestors went boats protest,en
1938,yesterday deadliest day myanmar police controlled brutal military dictators open fired peaceful protestors killing least people also used snipers shoot pro democracy activists,en
1939,hiring time looking video editors field comedy genre humorous touch good knowledge latest memes social media trends interested apply,en
1940,modiji kabhi youth ki mann ki baat bhi sun liya karo,hi
1941,akshay kumar teaching important lesson,en
1942,forget trying control digital media messaging apps social media platforms ott apps govt even spare games want full control also start using vpn tor proxy already one way bypass nonsense,en
1943,never said capitalism best job traditional architecture every region beats,en
1944,related one praise marx time find communist architecture depressing judge architecture better,en
1945,first video new series watch video,en
1946,hiring time specifically looking people want design youtube thumbnails think fill google form,en
1947,big announcement launching new series tomorrow series teach fundamentals complex ideologies terms topics everyone needs know quality animations graphics never seen youtube india,en
1948,pretty sure telegram refuse accept condition govt may try ban still use vpn,en
1949,every indian must learn use free vpn proxy know teach friends family tell works needed additionally make download telegram signal apps,en
1950,new vlog watch,en
1951,rt remember covered issues,en
1952,new video problems faced students watch,en
